harvest,species,inside_slash,year,n,avg_ht,sd_ht,avg_basal,sd_basal,avg_ht_cm,sd_ht_cm,avg_basal_sqm,sd_basal_sqm,avg_grdCov,sd_grdCov,avg_subCov,sd_subCov,avg_canCov,sd_canCov
boot,rm,no,2018,11,3.5,0.51234753829798,97.27272727272727,18.488325554743508,8.89,1.301362747276869,9.036932072727273,1.7176216485453588,29.09090909090909,8.312094145936335,0,0,25.454545454545453,9.341987329938275
boot,rm,no,2019,11,4.386363636363637,0.777525211517578,97.27272727272727,18.488325554743508,11.141363636363636,1.974914037254648,9.036932072727273,1.7176216485453588,29.09090909090909,8.312094145936335,0,0,25.454545454545453,9.341987329938275
boot,rm,no,2020,8,4.6875,0.8425090080061035,96.25,19.95530720671285,11.90625,2.139972880335503,8.9419176,1.8539087036375326,26.25,7.44023809142845,0,0,22.5,7.0710678118654755
boot,rm,yes,2018,26,6.865384615384615,2.101464690675017,30,0,17.438076923076924,5.337720314314543,2.7870912000000003,0,41.34615384615385,15.719904090527544,0,0,15.576923076923077,12.595786841394473
boot,rm,yes,2019,26,10.759615384615385,3.9334976606264616,30,0,27.329423076923078,9.991084057991213,2.7870912000000003,0,41.34615384615385,15.719904090527544,0,0,15.576923076923077,12.595786841394473
boot,rm,yes,2020,19,11.789473684210526,4.802533444483246,30,0,29.945263157894736,12.198434948987448,2.7870912000000003,0,42.63157894736842,16.530142589678036,0,0,15.526315789473685,12.681431837544702
boot,sb,no,2018,32,8.25,4.0436130442480405,32.5,22.57603639602928,20.955000000000002,10.270777132390021,3.0193488000000004,2.0973824123417644,59.375,21.840698913548028,0,0,24.6875,17.957723650554303
boot,sb,no,2019,28,21.357142857142858,10.024375054740084,33.57142857142857,23.915636557651396,54.247142857142855,25.46191263903981,3.1188877714285717,2.22183533974095,58.57142857142857,23.04814376944337,0,0,26.071428571428573,17.917358790618277
boot,sb,no,2020,28,38.17857142857143,15.190892913625174,24.285714285714285,5.039526306789696,96.97357142857143,38.58486800060794,2.256216685714286,0.46818731406073555,62.142857142857146,22.00288581361509,0,0,28.214285714285715,16.34207734847354
boot,sb,yes,2018,29,9.887931034482758,2.850114508113596,27.586206896551722,10.907131485472215,25.115344827586206,7.239290850608534,2.562842482758621,1.0133056726800846,60.86206896551724,14.019690586383533,0,0,2.586206896551724,2.5427381385780388
boot,sb,yes,2019,20,27.1625,8.289290411507839,33,4.701623459816273,68.99275,21.05479764522991,3.06580032,0.4367951123522495,64.75,14.821304012521265,0,0,3.5,2.3508117299081364
boot,sb,yes,2020,27,33.98148148148148,11.562107774205193,28.88888888888889,10.127393670836666,86.31296296296297,29.367753746481192,2.6838656000000003,0.9408656592974857,61.666666666666664,14.209964001470128,0,0,2.7777777777777777,2.5318484177091665
red_pine,co,no,2018,27,5.7407407407407405,1.9519239540789293,26.296296296296298,4.921028776234113,14.581481481481482,4.957886843360481,2.4430058666666667,0.45717853323962904,16.666666666666668,2.401922307076307,0,0,48.51851851851852,20.700000688164927
red_pine,co,no,2019,27,10.518518518518519,4.243731760992825,26.296296296296298,4.921028776234113,26.717037037037038,10.779078672921774,2.4430058666666667,0.45717853323962904,16.666666666666668,2.401922307076307,0,0,48.51851851851852,20.700000688164927
red_pine,co,no,2020,24,12.791666666666666,6.016131695675399,26.666666666666668,4.815434123430768,32.490833333333335,15.280974507015511,2.4774144000000002,0.4473684689864537,16.666666666666668,2.407717061715384,0,0,46.666666666666664,20.989990713312086
red_pine,co,yes,2018,23,7.760869565217392,2.9843134021435214,16.08695652173913,4.990108793478454,19.712608695652175,7.5801560414445435,1.4945271652173913,0.46359627684488053,16.08695652173913,6.388292156738129,0,0,13.91304347826087,9.409439377939295
red_pine,co,yes,2019,23,13.880434782608695,5.241806141069446,16.08695652173913,4.990108793478454,35.25630434782609,13.314187598316392,1.4945271652173913,0.46359627684488053,16.08695652173913,6.388292156738129,0,0,13.91304347826087,9.409439377939295
red_pine,co,yes,2020,23,18.304347826086957,6.072926377176715,16.08695652173913,4.990108793478454,46.49304347826087,15.425232998028855,1.4945271652173913,0.46359627684488053,16.08695652173913,6.388292156738129,0,0,13.91304347826087,9.409439377939295
red_pine,rm,no,2018,24,8.979166666666666,4.867213216282355,9.583333333333334,11.601786469133204,22.807083333333335,12.36272156935718,0.8903208,1.077841232413341,69.375,20.23301757029831,0,0,2.0833333333333335,5.694518086009039
red_pine,rm,no,2019,22,15.068181818181818,9.31626260459359,10,11.952286093343936,38.27318181818182,23.663307015667716,0.9290304,1.1104037130213755,69.0909090909091,21.023590130882546,0,0,2.272727272727273,5.921565254637921
red_pine,rm,no,2020,24,22.729166666666668,13.795855684152796,9.166666666666666,11.764599317505432,57.732083333333335,35.0414734377481,0.8516112000000001,1.09296704097818,71.25,19.46289669669155,0,0,1.4583333333333333,4.99546896146173
red_pine,rm,yes,2018,32,7.2421875,2.3456242505994007,13.4375,4.825587044348143,18.39515625,5.957885596522478,1.2483846,0.4483117062045573,42.5,25.463446286278565,3.125,8.400268812903088,10.9375,8.929608234732722
red_pine,rm,yes,2019,31,12.879032258064516,5.712147497417942,13.548387096774194,4.863734571139201,32.71274193548387,14.508854643441573,1.258686348387097,0.45185572741192803,40.806451612903224,23.982520516463246,2.4193548387096775,7.513428837969107,11.129032258064516,9.010149593593034
red_pine,rm,yes,2020,31,17.35483870967742,8.74947003003334,13.548387096774194,4.863734571139201,44.08129032258064,22.223653876284683,1.258686348387097,0.45185572741192803,42.903225806451616,25.780295884919134,3.225806451612903,8.519427513705972,11.290322580645162,8.847574237748622
