harvest,inside_slash,inside_fence,plot,species,basal_area,ground_cov_pct,sub_cov_pct,canopy_cov_pct,tag,ht,issue,year
red_pine,yes,no,936,co,NA,15,0,0,14125,12.5,NA,2020
boot,yes,no,903,sb,NA,50,0,5,12026,12,NA,2020
wedge,yes,no,940,sb,NA,NA,NA,NA,12068,12,1,2020
boot,yes,no,911,rm,NA,25,0,30,12084,12,NA,2020
boot,yes,no,910,rm,NA,30,0,30,12075,12,NA,2020
boot,yes,no,910,rm,NA,30,0,30,12081,11.5,NA,2020
red_pine,yes,no,936,co,NA,15,0,0,14123,11.5,NA,2020
red_pine,no,no,935,co,NA,20,0,50,14116,11,NA,2020
red_pine,no,no,925,ro,NA,65,0,0,14041,11,NA,2020
boot,yes,no,906,sb,NA,50,0,0,12050,11,1,2020
boot,yes,no,909,rm,NA,40,0,5,12074,10.5,NA,2020
red_pine,yes,no,920,rm,NA,60,0,5,12144,10.5,NA,2020
red_pine,yes,no,938,co,NA,10,0,20,14141,10.5,NA,2020
red_pine,no,no,933,co,NA,15,0,20,12088,10.5,NA,2020
red_pine,yes,no,936,co,NA,15,0,0,14121,10.5,NA,2020
boot,yes,no,911,rm,NA,25,0,30,12086,10,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12097,10,NA,2020
boot,yes,no,912,rm,NA,65,0,5,12094,10,NA,2020
boot,yes,no,910,rm,NA,30,0,30,12076,10,NA,2020
red_pine,yes,no,921,rm,NA,30,0,20,14001,10,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12091,10,NA,2020
red_pine,no,no,930,ro,NA,40,0,0,14051,10,NA,2020
boot,yes,no,909,rm,NA,40,0,5,12069,9.5,NA,2020
boot,yes,no,909,rm,NA,40,0,5,12072,9.5,NA,2020
red_pine,yes,no,920,rm,NA,60,0,5,12140,9.5,NA,2020
boot,yes,no,912,rm,NA,65,0,5,12090,9.5,NA,2020
red_pine,yes,no,918,rm,NA,NA,NA,NA,12124,9.5,NA,2020
boot,yes,no,905,sb,NA,85,0,5,12043,9,1,2020
boot,yes,no,911,rm,NA,25,0,30,12083,9,NA,2020
red_pine,no,no,926,rm,NA,40,0,15,14038,9,NA,2020
red_pine,yes,no,917,rm,NA,5,0,25,12129,9,NA,2020
red_pine,no,no,927,rm,NA,70,0,0,14040,9,NA,2020
red_pine,yes,no,924,rm,NA,NA,NA,NA,14020,9,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12095,8.5,NA,2020
red_pine,no,no,933,co,NA,15,0,20,12086,8.5,NA,2020
red_pine,yes,no,918,rm,NA,NA,NA,NA,12125,8.5,NA,2020
red_pine,no,no,926,ro,NA,40,0,15,14043,8.5,NA,2020
red_pine,no,no,926,ro,NA,40,0,15,14042,8,NA,2020
red_pine,no,no,935,co,NA,20,0,50,14110,8,NA,2020
red_pine,no,no,935,co,NA,20,0,50,14112,8,NA,2020
red_pine,no,no,928,ro,NA,30,0,20,14047,8,NA,2020
red_pine,yes,no,917,rm,NA,5,0,25,12127,8,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12094,7.5,NA,2020
red_pine,yes,no,917,rm,NA,5,0,25,12132,7.5,NA,2020
red_pine,yes,no,918,ro,NA,NA,NA,NA,12122,7.5,NA,2020
boot,yes,no,912,rm,NA,65,0,5,12092,7.5,NA,2020
red_pine,no,no,933,co,NA,15,0,20,12080,7.5,NA,2020
boot,yes,no,911,rm,NA,25,0,30,12087,7,1,2020
red_pine,no,no,933,co,NA,15,0,20,12082,7,NA,2020
red_pine,yes,no,919,ro,NA,75,0,0,14033,7,NA,2020
boot,yes,no,909,rm,NA,40,0,5,12067,6.5,NA,2020
boot,yes,no,910,rm,NA,30,0,30,12079,6.5,1,2020
red_pine,yes,no,937,co,NA,25,0,20,13135,6.5,1,2020
red_pine,yes,no,917,ro,NA,5,0,25,12130,6.5,NA,2020
boot,yes,no,912,rm,NA,65,0,5,12095,6,NA,2020
red_pine,no,no,933,co,NA,15,0,20,12087,6,NA,2020
boot,no,no,914,rm,NA,20,0,20,12100,6,NA,2020
red_pine,yes,no,920,rm,NA,60,0,5,12139,6,NA,2020
red_pine,yes,no,917,rm,NA,5,0,25,12131,6,NA,2020
red_pine,no,no,928,rm,NA,30,0,20,14045,6,NA,2020
boot,no,no,914,rm,NA,20,0,20,12099,5.5,NA,2020
red_pine,yes,no,917,ro,NA,5,0,25,12128,5.5,NA,2020
red_pine,no,no,925,rm,NA,65,0,0,12114,5.5,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12093,5,1,2020
boot,yes,no,910,rm,NA,30,0,30,12077,5,1,2020
red_pine,no,no,934,co,NA,15,0,70,12089,5,NA,2020
boot,no,no,916,rm,NA,30,0,20,12109,5,NA,2020
boot,no,no,916,rm,NA,30,0,20,12112,5,NA,2020
wedge,no,no,942,sb,NA,80,0,0,12117,4.5,NA,2020
red_pine,no,no,933,co,NA,15,0,20,12081,4.5,1,2020
red_pine,no,no,927,rm,NA,70,0,0,14044,4.5,NA,2020
boot,no,no,914,rm,NA,20,0,20,12097,4.5,NA,2020
red_pine,no,no,927,rm,NA,70,0,0,14041,4.5,NA,2020
red_pine,no,no,934,co,NA,15,0,70,12100,4,1,2020
boot,no,no,914,rm,NA,20,0,20,12098,4,NA,2020
boot,no,no,916,rm,NA,30,0,20,12111,4,NA,2020
boot,no,no,913,rm,NA,40,0,40,12119,3.5,NA,2020
wedge,no,no,944,sb,NA,80,0,0,12136,3,NA,2020
wedge,no,no,944,sb,NA,80,0,0,12135,1,1,2020
